update date,updated variable,observed,forecast (prev),news,weight,impact
2020-01,제조업업황실적BSI(SA),5.479452054794521,1.91415221024987,3.565299844544651,-0.00427401442458908,-0.015238142963569042
2020-02,설비투자지수(불변),16.565900846432896,7.1373294128996445,9.428571433533252,0.0015892124582807055,0.014984003185960614
2020-03,(텍스트)채용,-0.2294462613157719,0.02216688038577655,-0.2516131417015484,0.05904173073719208,-0.014855675362281776
2020-02,소매판매액지수(불변),-0.9049773755656219,4.118233488622181,-5.023210864187803,0.002879703288302852,-0.014465356843440226
2020-03,국고채3년,-13.320570314886226,0.480520184807798,-13.801090499694023,0.0009247118075335266,-0.012762031341905842
2020-02,제조업업황실적BSI(불변),-5.797101449275359,10.313852995513711,-16.110954444789073,0.0007487934620817377,-0.01206377735615477
2019-12,제조업가동률실적BSI,0.46432502312696033,2.448504598481132,-1.9841795753541716,0.006042742147849795,-0.011989885548895362
2020-03,(텍스트)세계교역,1.5895454721716646,0.3427705800067547,1.24677489216491,0.009427988136061579,0.011754578891670225
2020-01,취업자,0.36256699794905956,0.1267921051446713,0.2357748928043882,0.048040506132368564,0.011326745183627753
2020-02,원달러환율,2.293000027750807,-0.2313057183705906,2.524305746121398,-0.004402462612808244,-0.011113161670596472
2020-02,두바이현물,-17.718340202161727,2.4092956393891853,-20.127635841550912,-0.0005475048663038546,0.011019978570441003
2020-02,수입물가지수,-2.7637569191056883,0.3497582416053555,-3.113515160711044,0.003378157480390379,-0.010517944530464866
2020-03,(텍스트)설비투자,-0.6420316467965961,1.008852878915645,-1.650884525712241,0.005829911543036427,-0.00962451075267001
2020-02,(텍스트)뉴스심리지수,-0.1384704071505353,0.08415892950772656,-0.2226293366582619,0.042612441382343116,-0.009486779558340116
2020-02,서비스업생산지수(불변),2.457264957264968,3.0104410771052206,-0.5531761198402527,0.0171046275447324,-0.009461871496507778
2020-01,(텍스트)생산,0.3097647887144745,0.1865260777741301,0.12323871094034439,-0.07584608826706613,-0.009347174147900808
2020-02,경제심리지수,-10.126087880473662,1.0402188444455323,-11.166306724919194,0.0008199229328326635,-0.009155510958804838
2020-02,(텍스트)경제불확실성지수,0.2504198907620889,-0.043710495310868666,0.2941303860729576,-0.029213253938696664,-0.008592505659436199
2020-03,(텍스트)주가전망,0.004596431352439298,0.1549734324342919,-0.15037700108185262,0.05538665017104492,-0.008328878352691414
2019-12,국민계정_수입(불변),-0.7372642123356883,2.66346148052425,-3.400725692859938,0.002443650126180719,-0.0083101837684632
2020-03,(텍스트)실업,-1.4437400618138414,-0.9997208477017995,-0.44401921411204165,-0.01856244701706292,0.008242083136512689
2020-01,제조업가동률실적BSI,2.7010539383869485,1.72233974722903,0.978714191157918,0.008257776722538664,0.008082003265762111
2019-12,고용률,0.5127849476690045,0.014157109724731323,0.4986278379442732,-0.01586382487544111,-0.00791014469916778
2020-02,WTI선물,-0.088918940459294,0.014722848197925726,-0.10364178865721972,0.07538591486625089,-0.007813131056299133
2020-01,설비투자지수(불변),-2.3952095808383254,5.346666088315334,-7.741875669153659,0.000986750083522678,-0.007639296463159561
2020-02,소비자심리지수,-7.015010833913308,0.8064110940970353,-7.821421928010343,0.0009635447979954075,-0.0075362904116615765
2020-01,서비스업생산지수(불변),2.2088353413654715,2.8176688335780096,-0.6088334922125379,0.01237327111553885,-0.007533261863366042
2020-02,고용률,-0.3584171015964728,0.0336834378950521,-0.39210053949152485,-0.018883681673769782,0.007404301771871353
2020-02,(텍스트)구직,-1.477340197659743,-0.7159251726878879,-0.761415024971855,0.009507576617791792,-0.007239211687857762
2020-02,(텍스트)세계교역,2.4474345204096717,0.1736841798404542,2.2737503405692174,0.0031704280759434454,0.0072087619174266175
2019-12,수출,-0.9439084997304121,5.309304393673942,-6.253212893404354,0.0011050821975421888,-0.006910314245942432
2019-12,제조업업황실적BSI(SA),1.3888888888888855,3.6453604198626723,-2.2564715309737866,-0.003058000304353085,0.0069002906284819105
2019-12,서비스업업황실적BSI,4.044619743357231,2.6342397258618995,1.4103800174953314,-0.0044389031331130546,-0.006260540278540071
2019-12,제조업내수판매실적BSI,1.085375801547059,2.4509038165422283,-1.3655280149951692,0.004488941215356101,-0.006129774987235218
2020-03,KOSPI,-16.44546205889793,1.442830889155369,-17.8882929480533,0.0003367244696779511,-0.006023425956377081
2020-01,전산업업황실적BSI,1.2745247343494128,2.04578684419309,-0.7712621098436773,-0.007666507916478058,0.005912887070796121
2020-01,제조업재고지수(불변),4.233466678881541,1.5748714309918266,2.658595247889714,0.0022199719144552978,0.005902006782219486
2020-01,수입물가지수,-1.7022994881037758,0.7400903050220424,-2.4423897931258187,0.0022828728093499803,-0.005575665248560855
2020-01,고용률,0.2664946009451938,0.03609362641275759,0.23040097453243621,-0.022927213297729555,-0.00528245228710992
2020-01,제조업수출실적BSI,3.081199228764774,1.0882709430613893,1.9929282857033848,0.0026000004240951465,0.005181614388020014
2020-03,주택전세가격지수_서울,0.3271835273941121,0.5160025892459249,-0.18881906185181277,0.027376170069055857,-0.005169142749534803
2019-12,제조업수출실적BSI,1.0211137799392276,3.215731160838325,-2.1946173808990976,0.002237573869564751,-0.004910618505192453
2020-01,수입,-0.9053196829667912,2.148271259506797,-3.0535909424735883,0.0015255895717850429,-0.004658526498334967
2020-02,국고채3년,-8.15522715213379,0.4150448963018817,-8.57027204843567,0.0005200271310710365,-0.004456773985846297
2020-03,(텍스트)선박,-0.8964982408881353,-4.421487534645507,3.524989293757373,0.001250818677003265,0.00440912244486827
2020-01,CD금리,-3.9958753202917725,-0.3452907476428724,-3.6505845726489006,0.0011545530191432903,-0.004214793439989706
2020-01,식료품및에너지제외지수,-0.041593034474857404,0.10160261956584679,-0.1431956540407042,-0.028782779390474102,0.00412156891992824
2020-01,원달러환율,-0.8515142300985445,0.040399770721241235,-0.8919140008197858,-0.004460647433948099,0.00397851389905916
2019-12,소매판매액지수(SA),0.971817298347915,-0.3737858308951007,1.345603129243016,-0.0029459497381350477,-0.003964079186227164
2020-02,소비자물가지수,-0.1851260862447361,0.13011027783120246,-0.3152363640759385,0.012284849781476535,-0.003872631378331751
2020-02,현재경기판단CSI,-17.056694954686208,1.9699850880248695,-19.026680042711078,-0.0001986730459457911,0.0037800884783214046
2020-02,CD금리,-3.1425947648181705,0.19099869970457117,-3.3335934645227416,0.0011274266792327384,-0.003758382209618834
2020-01,소비자심리지수,3.856234061393821,1.3988859790674522,2.457348082326369,0.0015044042931889002,0.0036968450049113004
2020-01,농산물및석유류제외지수,0.00751600679326711,0.09201370362010378,-0.08449769682683667,-0.04335790285898891,0.0036636429308262797
2020-03,주택매매가격지수_전국,0.6547467788107184,0.45394964844390523,0.20079713036681315,-0.01810528834148085,-0.003635489943433073
2020-01,설비투자지수(SA),-4.81611208406305,0.5916669399350201,-5.407779023998071,0.0006646140157140543,-0.003594085733233587
2020-01,소매판매액지수(불변),3.086419753086417,4.149356484286905,-1.062936731200488,0.003377581672671467,-0.0035901556225120855
2020-01,건설기성액(불변),-5.717413327857528,2.7981939047202866,-8.515607232577814,0.0004201034248339146,-0.003577435762946393
2020-03,주택전세가격지수_전국,0.2470234623455525,0.3953753571916121,-0.1483518948460596,0.023827387839701942,-0.0035348381352517414
2020-02,농산물및석유류제외지수,0.03139683518209321,0.11268721252661801,-0.0812903773445248,-0.043404886421812026,0.0035283995958253402
2020-01,두바이현물,-4.1274799518441085,2.8320051273941487,-6.959485079238258,-0.0005041718049369659,0.0035087761538314358
2020-01,(텍스트)뉴스심리지수,0.0458534334120201,0.10279223095702797,-0.05693879754500787,0.06050095010829297,-0.0034448513494967155
2020-01,WTI선물,-0.0293233465673239,0.020396420836232814,-0.049719767403556714,0.06558229757219974,-0.0032607365810806135
2020-03,(텍스트)주택가격전망,0.49799169715691965,0.7706812390769548,-0.27268954192003525,0.011955102917995451,-0.003260031538315056
2020-02,(텍스트)채용,-0.1342058594781292,-0.005384095185752023,-0.12882176429237718,0.024674463114421594,-0.0031786078713669738
2019-12,설비투자(불변),-1.8458311234573443,0.187651893865727,-2.033483017323072,0.0015554668937330293,-0.0031630155124143865
2019-12,설비투자지수(불변),11.733333333333334,4.882629103985407,6.8507042293479286,0.0004287798840707229,0.0029374441652626157
2020-02,(텍스트)도소매,0.0632085245057396,0.4553071733085306,-0.39209864880279105,0.007365409571958337,-0.0028879671410440076
2019-12,소비자심리지수,0.6157283220086498,2.675225272993012,-2.059496950984362,0.0013497875337992096,-0.0027798833103361738
2020-02,(텍스트)자동차,0.218895662410361,0.28366413748357217,-0.06476847507321118,0.04283047547708037,-0.0027740645833110623
2020-01,경제심리지수,3.288157637852308,1.7604935285216619,1.527664109330646,0.0017643499395128119,0.002695334078893419
2019-12,전산업업황실적BSI,3.401116244735761,2.9122074013133386,0.48890884342242225,-0.005396283718615094,-0.002638290831647353
2019-12,설비투자지수(SA),7.532956685499045,2.6003934673707714,4.932563218128272,0.0005348498239832528,0.0026381805690021735
2019-12,민간소비(불변),2.3544124795222388,2.5689941084644468,-0.21458162894220797,0.012221592869509804,-0.002622529306207888
2019-12,서비스업생산지수(불변),2.5688073394495348,2.1092034245674824,0.45960391488205216,0.00570291626483504,0.0026210826415627147
2020-03,KOSDAQ,-16.577635811758626,1.0359263696542438,-17.613562181412867,-0.00014498362291327064,0.002553678057469408
2020-02,주택매매가격지수_서울,0.1687681747854128,0.7833409970469365,-0.6145728222615237,-0.004096001345832719,0.0025172911070954133
2019-11,수출,-4.094939271949045,2.8671646232014925,-6.962103895150537,0.0003560607705359387,-0.0024789320774585605
2020-02,(텍스트)실업,-1.4189887346989138,-1.0836251666110104,-0.33536356808790335,-0.007271877503623863,0.002438722786313454
2019-12,소매판매액지수(불변),4.461687681862287,3.1425007849630533,1.319186896899234,0.0018138218085600752,0.002392769963162522
2020-03,주택매매가격지수_서울,0.2587160330794091,0.7542652698677451,-0.49554923678833607,-0.004687492752143826,0.00232288345577573
2019-12,제조업재고지수(불변),-2.5874047853295954,-0.045934893926586895,-2.541469891403009,0.000905850561374463,-0.002302191927843711
2020-01,(텍스트)도소매,0.7108764243029668,0.40438413544851753,0.30649228885444935,0.007380231143560487,0.002261983935464744
2020-03,(텍스트)건설투자,0.2626897063744167,0.4831186397346856,-0.2204289333602689,0.010151322845631758,-0.002237645267058338
2020-02,콜금리,-2.118182356600002,-0.08167963436958953,-2.0365027222304124,0.0010878048524582322,-0.002215317543286642
2020-01,(텍스트)설비투자,1.3294384749642063,0.9499223816967894,0.37951609326741687,0.005724150056109734,0.002172407066571231
2020-02,(텍스트)물가전망,0.03175426074659521,0.0744856335305138,-0.042731372783918586,0.04992844601806894,-0.0021335110393198593
2020-02,(텍스트)설비투자,0.7270961699944963,1.0058790213891733,-0.278782851394677,0.007419140114597288,-0.0020683290360440625
2019-12,제조업신규수주실적BSI,1.9408611586352293,2.2127068972317416,-0.27184573859651256,0.007293302935002412,-0.0019826533231738436
2020-02,제조업재고지수(불변),3.649560935993094,3.121439689893365,0.5281212460997288,0.0037522496133600316,0.0019816427414849256
2019-12,생산자물가지수,0.298096963722898,0.12386416150811051,0.17423280221478749,0.010802637017124167,0.0018821737188027367
2020-01,실업률,-2.8686508710727736,1.1652034298118124,-4.0338543008845855,0.0004657230069628415,-0.00187865875465796
2019-12,서비스업생산지수(SA),0.09708737864077932,0.2488125637700574,-0.15172518512927807,0.012252389691644387,-0.0018589960942408028
2020-01,(텍스트)채용,-0.09423484922660909,-0.0520756753674626,-0.042159173859146505,0.04268378749675371,-0.0017995132180425033
2019-12,GDP(SA),1.2,1.0523360626433946,0.14766393735660543,0.010415771794458614,0.0015380338737776345
2020-02,건설기성액(불변),5.977368619126082,2.78682231662928,3.1905463024968026,0.0004818476206155637,0.001537357144321869
2019-12,국민계정_수입(SA),-0.3559186527888585,2.0920428153264874,-2.447961468115346,0.0005954527547008393,-0.0014576453995907934
2020-01,전산업매출실적BSI,0.7846237173604748,1.6688153294253614,-0.8841916120648866,-0.0016225057045709554,0.0014346059345090678
2019-12,건설투자(SA),4.10401155956113,0.8628503760350716,3.2411611835260583,-0.0004371856363127345,-0.0014169891144119753
2020-03,달러유로환율,1.3803243188879435,0.1608299919642351,1.2194943269237084,-0.0011536044844350484,-0.001406814124282291
2020-03,두바이현물,-36.69867949022906,2.2013020402336196,-38.89998153046268,-3.5306393401978166e-05,0.0013734180512442002
2019-12,수입,3.8337620874586236,4.637557211432356,-0.8037951239737321,0.0016951982765964825,-0.0013625921088969266
2019-11,수입,-2.094220581999622,-0.7930222188296933,-1.3011983631699282,0.0010427009319717805,-0.0013567607459574395
2020-01,(텍스트)주가전망,0.24531694161733236,0.19374412031714958,0.05157282130018276,0.025839485435121254,0.0013326151648341835
2020-01,(텍스트)주택가격전망,1.1978734047516326,0.9864297693528492,0.21144363539878352,0.006241476161570325,0.0013197204098572748
2020-01,수출물가지수,-0.6028384325539093,0.1345670750966534,-0.7374055076505628,0.0017852110642396222,-0.00131642447108902
2019-12,식료품및에너지제외지수,0.0533459021868907,0.12442348951907853,-0.07107758733218784,-0.01803295240211788,0.00128173874921872
2020-03,(텍스트)물가전망,-0.0174591789936329,0.08282945086683567,-0.10028862986046858,0.012772131960790722,-0.0012808996147448016
2020-02,(텍스트)반도체,0.6659952737222028,0.09591782848930591,0.5700774452328969,-0.00224482183890119,-0.0012797222989238042
2020-02,설비투자지수(SA),-4.0478380864765455,1.1996370460453736,-5.247475132521918,0.0002406099144104789,-0.0012625945425072153
2020-01,주택매매가격지수_서울,0.4202982118088414,0.8184806588133646,-0.3981824470045233,-0.0031653652531811304,0.001260392882174755
2019-12,경제심리지수,1.8707759839559228,2.5957785043826687,-0.7250025204267456,0.0016532101853057072,-0.001198581551141805
2020-01,국고채3년,-1.5739070967306787,0.3414055293147603,-1.9153126260454392,0.0005642327774020517,-0.0010806821625868354
2020-01,제조업업황실적BSI(불변),13.43283582089552,9.17147435039322,4.261361470502298,-0.00024174956231055736,-0.0010301822703410036
2019-12,소비자물가지수,0.2294785037969546,0.10441278579387976,0.12506571800307484,0.008232079463585089,0.0010295509287716362
2020-01,콜금리,-0.5101467413840481,-1.3762253448222617,0.8660786034382136,0.0011665467233697745,0.0010103211570215184
2020-02,주택전세가격지수_서울,0.2480131678001242,0.49837120854944167,-0.2503580407493175,0.003821999170102058,-0.0009568682239722686
2020-01,제조업내수판매실적BSI,2.0273608411241355,1.8790098758476792,0.148350965276456,0.006283864571050767,0.0009322173747819043
2020-01,생산자물가지수,0.1574976256300857,0.10704834752684346,0.05044927810324224,0.018112846775329816,0.0009137800442100283
2020-03,(텍스트)구직,-1.4013364427356834,-0.5863057459819907,-0.8150306967536927,-0.0011140891068921685,0.0009080168210360232
2019-12,건설기성액(SA),7.149635722082607,2.9433884879644805,4.206247234118127,-0.00021011782202163257,-0.0008838075077174168
2020-02,KOSPI,-1.9422636896471488,1.4785930065710922,-3.420856696218241,-0.0002580129161722945,0.0008826252119987893
2020-02,달러유로환율,-1.3549627498989452,0.14952325527064925,-1.5044860051695945,-0.0005596885080800479,0.0008420435276606815
2019-12,수입물가지수,3.2575109076592383,2.5431603319310336,0.7143505757282048,0.0011699919907390975,0.0008357844521818628
2019-10,통합재정수지,-0.3122505173846264,-0.0658943354132307,-0.2463561819713957,0.0032340161606247845,-0.0007967198737653139
2020-01,(텍스트)실업,-1.1769410939570548,-1.104434037639749,-0.07250705631730577,-0.009587825657647129,0.0006951850149195296
2020-01,(텍스트)경제불확실성지수,-0.007542720556330002,-0.029590944696730872,0.022048224140400866,-0.03152840566511473,-0.000695145354893934
2019-12,국민계정_수출(불변),2.0695929264764166,2.6748529281506466,-0.60526000167423,0.0011259747583935175,-0.0006815074841504011
2020-01,주택전세가격지수_서울,0.5326938506332795,0.47672379788833263,0.055970052744946784,0.011833295161966751,0.0006623101543618027
2020-01,수출,1.5583769166073012,2.173254281644934,-0.6148773650376331,0.0010770948361789989,-0.0006622812347653839
2020-01,건설기성액(SA),-1.8807728770539,-0.16363365575741343,-1.7171392212964864,-0.0003836855499995142,0.0006588415065488798
2019-12,설비투자(SA),2.908174948477196,1.6746278552488103,1.2335470932283858,0.0005057835133548534,0.0006239077827017199
2020-01,(텍스트)선박,-6.849383783561564,-5.683518320790613,-1.1658654627709504,0.0005144611641150475,-0.0005997925031786717
2020-01,주택매매가격지수_전국,0.3961678663511776,0.47298257507259717,-0.07681470872141954,-0.007791284643028061,0.0005984852604198698
2020-01,(텍스트)정부지출,0.031765367846986595,0.012571215740616745,0.019194152106369853,-0.02956953356762922,-0.0005675621250114844
2020-02,제조업재고지수(SA),0.4945598417408519,0.554501247280768,-0.05994140553991614,0.0087069555927871,-0.0005219071562052925
2020-01,(텍스트)자동차,0.258659387590626,0.2744655207942837,-0.0158061332036577,-0.030715710869231597,0.0004854966174441112
2019-12,농산물및석유류제외지수,0.0878711628573114,0.10470423897151745,-0.01683307611420606,-0.028642539174192034,0.0004821420420233033
2019-12,통합재정수지,-0.0796346802357561,-0.026166719306806814,-0.053467960928949274,0.00896692084425956,-0.000479442973353851
2020-02,KOSDAQ,0.0636364786865897,0.8959986466209378,-0.8323621679343481,-0.0005380984770627712,0.00044789281493013935
2020-02,(텍스트)선박,-3.63796190005236,-5.007117997400555,1.3691560973481944,0.0003225488061679555,0.00044161966465723715
2020-02,(텍스트)건설투자,0.4402635732161144,0.5324293975290095,-0.0921658243128951,-0.004569121376541833,0.00042111683805464806
2019-12,실업률,-4.399866050453738,-3.2519433570372582,-1.147922693416481,0.0003550605659365136,-0.00040758208117582277
2019-12,건설투자(불변),3.52334889222125,-0.5913396975290617,4.114688589750313,9.634991941783326e-05,0.0003964499140519206
2020-02,(텍스트)주가전망,0.143834101707398,0.16626418676850402,-0.022430085061106046,-0.0171183169130034,0.0003839653044616365
2020-02,건설기성액(SA),-0.2932325584045826,0.8076165270771464,-1.100849085481729,-0.00032849986021634667,0.000361628770700041
2019-12,정부소비(불변),6.263033580197359,5.895638768547397,0.36739481164996113,-0.000962755317369179,-0.0003537113084898481
2020-01,달러유로환율,-0.5755144595356967,0.15570264634622505,-0.7312171058819217,-0.00047901879011728724,0.00035026673337262246
2019-12,수출물가지수,2.2506648489191434,1.5442633182298486,0.7064015306892946,0.0004942757527757665,0.0003491571483434048
2020-02,식료품및에너지제외지수,0.109447020331828,0.1212275348364721,-0.011780514504644096,-0.028511515925607692,0.00033588032691101257
2020-03,원달러환율,1.2971834501047257,-0.3722965861341456,1.6694800362388715,0.00018714417295959097,0.0003124334606544716
2019-12,정부소비(SA),1.891158842201989,1.2497946432966238,0.6413641989053651,-0.00045736254599726195,-0.0002933359629228521
2020-02,주택매매가격지수_전국,0.3420261652722161,0.46575147723901567,-0.12372531196679958,-0.002288732377193947,0.0002831741273768359
2019-12,건설기성액(불변),5.625336117615461,4.280012620620363,1.3453234969950976,0.00020800226937029586,0.0002798303404121627
2020-03,(텍스트)자동차,0.0024098184669582995,0.28024927992649307,-0.27783946145953475,0.0009233970289555237,-0.0002565561332383371
2020-01,소비자물가지수,0.0787901891782638,0.10669475685698199,-0.027904567678718174,0.008971598949935487,-0.0002503485900847917
2020-01,주택전세가격지수_전국,0.3542064210839015,0.3358160131752547,0.018390407908646787,0.013462634679452542,0.0002475833432802265
2020-02,(텍스트)주택가격전망,0.9780750310326454,0.8690076831946263,0.10906734783801904,-0.0022097706904627757,-0.00024101382853896307
2020-01,금현물,2.6346436231685857,1.135777897765031,1.4988657254035547,-0.00015716019022444372,-0.00023556202252532148
2020-01,현재경기판단CSI,8.87237863379373,3.7730577363508915,5.099320897442839,-4.1801465220294195e-05,-0.0002131590851415762
2020-03,금현물,0.16968513286028042,1.0639978517101052,-0.8943127188498247,-0.00023313306617121535,0.00020849386626137567
2019-12,제조업업황실적BSI(불변),4.225352112676049,7.9809895667317745,-3.755637454055726,-5.445457419374055e-05,0.00020451163838666842
2020-02,주택전세가격지수_전국,0.362963488033813,0.37820985708754884,-0.015246369053735826,0.013148757309831248,-0.00020047080654369388
2020-02,금현물,2.4760987458728607,1.069086899542629,1.4070118463302317,-0.00012485036147628044,-0.00017566593761573818
2019-12,민간소비(SA),0.8094337265540048,0.9127601841573391,-0.10332645760333427,0.0011663020339954485,-0.00012050985766831324
2020-01,(텍스트)건설투자,0.6140441491095459,0.5910225300805652,0.023021619028980624,0.004362647449409777,0.0001004352075380659
2019-12,현재경기판단CSI,2.814825352209567,6.977637095527288,-4.162811743317721,2.3050414259583008e-05,-9.595453516813039e-05
2020-01,KOSDAQ,0.9848805498028526,0.652641870789776,0.3322386790130767,-0.0002884200223633965,-9.58242872309369e-05
2020-02,실업률,-0.7186727283176993,-0.4747439889591434,-0.24392873935855586,0.00037394201872322457,-9.121520522034967e-05
2020-02,수출물가지수,-0.0964082574205349,-0.06929962267231347,-0.027108634748221425,0.0026641440173048947,-7.222130708177769e-05
2019-12,국민계정_수출(SA),0.49488708786833524,2.159832819220861,-1.664945731352526,4.01168073057946e-05,-6.679230707927455e-05
2019-12,전산업매출실적BSI,1.6240648520845016,1.5791964339240325,0.044868418160469076,-0.0010147733274591907,-4.553127399452958e-05
2019-11,통합재정수지,-0.0524525990775828,-0.05735412774351122,0.004901528665928421,0.007115797602167704,3.4878285927969724e-05
2020-01,KOSPI,1.51364656555495,1.8216878901847018,-0.308041324629752,-4.846031525909406e-05,1.4927779704386716e-05
2020-01,(텍스트)구직,-0.9681128873126852,-0.9598207176366464,-0.008292169676038694,0.0016614993684589195,-1.3777434679892494e-05
2020-01,(텍스트)물가전망,0.034738356749628,0.034435865118681006,0.0003024916309469845,0.026441451045154166,7.998317651253532e-06
